18.25,28.75,12.29,27.79
39.38,42.5,21.92,44.79
16.62,31.83,14.08,34.25
31.75,41.33,28.71,27.58
28.5,30.04,21.58,35.83
28.88,20.21,12.62,21.5
29.5,34.08,18.71,16.92
27,24.88,11.5,19.58
31.38,30.04,19.42,32.17
